model,R2_train,R2_test,MSE_train,MSE_test,CV_scores
LinearRegression,0.7468865083911823,0.6528234485563148,21.98883057210273,25.45976994191992,0.7201648508665875
DecisionTreeRegressor,0.8882016055749843,0.8534484350883265,9.71230706676066,10.747180683038662,0.6592612048739145
RandomForestRegressor,0.9063365038848626,0.8481849208318506,8.136866722416977,11.133174096184328,0.8023364019469588
